Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Github ID,Integration,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
3142095,features of website,for menu part,,,,epic,,,"Nov 13, 2016",,,,,https://www.pivotaltracker.com/epic/show/3142095,,,,,,,,,,,
134242833,add order food,for menu part,,,,feature,,unscheduled,"Nov 13, 2016",,,Shyhfong Lo,,https://www.pivotaltracker.com/story/show/134242833,,,,able to let the user to add food order from the menu,not completed,able to add the order to cart before the payment,not completed,able to let the user see the cart (food their order,not completed,allow user to change the quantity of the food they want,not completed
